audiocaps_id,source_audio_prompt,target_audio_prompt
105846,A phone dial tone playing followed by a plastic switch flipping,"A phone dial tone playing, followed by a plastic switch flipping, with a distant printer whirring in the background"
104220,Beeping with men speaking faintly in the distance with an air release,"Beeping with men speaking faintly in the distance with an air release, and a passing airplane flying overhead"
103085,A power tool drilling as music plays in the background,"A power tool drilling as music plays in the background, with the sound of a gentle coffee maker brewing"
1577,The sound of horn from a car approaching from a distance,"A car approaches from a distance, its horn sounding as rhythmic windshield wipers sweep in the background during a light rainfall"
105520,A telephone ringing,"A telephone ringing, followed by a person clearing their throat as they pick up the receiver"
104389,"A man speaks, a power tool starts and increases in frequency, a clunking noise","A man speaks, a power tool starts and increases in frequency, a clunking noise, with birds chirping faintly in the background"
103466,A man talking followed by footsteps shuffling then a loud popping explosion proceeded by a man laughing as music plays in the background,A man talking followed by footsteps shuffling then a loud popping explosion proceeded by a man laughing as a door creaks open and music plays in the background
21635,Water is flowing and dripping then suddenly something is broken and birds are communicating in the background,"Water is flowing and dripping then suddenly something is broken, a dog splashes in the stream, and birds are communicating in the background"
103090,Wind blowing followed by a distant goat bleating and women speaking,"Wind blowing, light rain falling, a distant goat bleating, and women speaking"
103821,A woman is speaking followed by a dog growling and barking,"A woman is speaking followed by a dog growling and barking, with the gentle patter of rain starting"
103318,"A loud, long explosion","A loud, long explosion followed by a chorus of people screaming in panic"
105785,An engine revving continuously,An engine revving continuously as tires squeal sharply
102872,Pigeons cooing followed by bird wings flapping as crickets chirp in the background,"Church bells ringing in the distance while pigeons coo, then bird wings flap, and crickets chirp softly"
103133,A train running on a railroad track as steam hisses and a train horn blows several times along with a railroad crossing signal ringing in the background,A train running on a railroad track as steam hisses and a train horn blows several times along with a railroad crossing signal ringing in the background while rain falls steadily
104316,An idle vehicle engine running as a man is talking,An idle vehicle engine running as a man is talking and a distant police siren wails
107406,Water flowing from a faucet with some light bangs and a man speaking,"Water flowing from a faucet with some light bangs, a man speaking, and a cat meowing nearby"
105987,A power tool drilling followed by plastic clanking,A power tool drilling followed by plastic clanking and a vehicle horn beeping
104626,An infant crying as fabric shuffles,"An infant crying as fabric shuffles, with a low, steady hum of an air conditioner in the background"
5958,A sound of vibrating motor,A sound of a vibrating motor with a steady electrical hum running in the background
105921,Male speech and then whistling,"Male speech, then whistling, and pages turning in a book"
104400,A woman whispering then talking normally after an infant cries followed by a man shouting,"A woman whispering then talking normally after an infant cries followed by a man shouting, with footsteps approaching"
104079,Food sizzling and oil popping,"Food sizzling and oil popping, accompanied by a contented sigh"
105330,Two men talking followed by plastic clacking then a power tool drilling,"Two men talking followed by plastic clacking, a distant telephone ringing, then a power tool drilling"
103695,Humming of a loud engine with a woman speaking over a loudspeaker,Humming of a loud engine with a woman speaking over a loudspeaker and a door closing
104119,An infant laughing moderately,An infant laughing moderately while a baby rattle shakes gently
106594,A man speaking as a man talks over an intercom in the background followed by a girl talking then a group of people laughing and a man and woman talk,"A man speaking as a man talks over an intercom in the background followed by a girl talking, a small bell ringing, then a group of people laughing and a man and woman talk"
102836,A motorbike engine running idle,A motorbike engine running idle with steady rain falling in the background
103748,High pitched humming with whooshes of spinning helicopter blades,High pitched humming with whooshes of spinning helicopter blades and a rhythmic thumping of a heavy rotor passing overhead
104499,Power tools make drilling sounds,Power tools make drilling sounds while footsteps crunch on gravel
106776,Faucet water pouring followed by a man talking as water gurgles down a drain,"Faucet water pouring followed by a man talking as water gurgles down a drain, with a metal bucket being placed on a tile floor"
105476,A truck driving by as a truck horn honks while a crowd of people talk in the background,"A truck driving by as a truck horn honks while a crowd of people talk in the background, with a distant police siren wailing"
106672,"Snoring is ongoing, while an adult female laugh in the foreground and an adult male speaks briefly in the background","Snoring is ongoing, while an adult female laugh in the foreground, an adult male speaks briefly in the background, and an alarm clock rings"
104033,Pigeons cooing and bird wings flapping while gravel shuffles and wood clacks,"Pigeons cooing and bird wings flapping while gravel shuffles and wood clacks, accompanied by the distant tolling of a church bell"
104593,A man talking as music plays followed by a guitar strumming as steam hisses in the background,"A man talking as music plays followed by a guitar strumming as steam hisses in the background, with a crowd applauding"
102995,Some rustling followed by a woman speaking with some groaning,"Some rustling followed by a woman speaking with some groaning, accompanied by faint rain and gentle leaf movement"
103015,A man speaks with distant traffic passing and some nearby rattling,"A man speaks with distant traffic passing and some nearby rattling, alongside faint crackling of a fireplace"
102940,Blowing of a horn as a train passes,Blowing of a horn and the sound of squealing brakes as a train passes
104077,A man speaks followed by vibrations of a power tool,"A man speaks as footsteps walk on a concrete floor, followed by vibrations of a power tool"
104347,A man speaking softly followed by a goat speaking then a cow mooing in the distance as birds chirp in the background,"A man speaking softly followed by a goat speaking then a cow mooing in the distance as birds chirp in the background, with the light crackling of a campfire"
103872,Music then sizzle of frying food while male speaks,"Music then sizzle of frying food while male speaks, with the rhythmic thunk and hiss of a knife chopping vegetables on a wooden board"
3975,"Water is splashing, people are talking","Water is splashing, people are talking, and a child is laughing in the distance"
107024,Humming of an accelerating engine with wind passing and rustling,"Humming of an accelerating engine with wind passing and rustling, accompanied by tires screeching on concrete"
103694,A man baaing followed by a goat baaing as a child and a woman talk while metal pots clank in the background,"A man baaing followed by a goat baaing as a child and a woman talk, with a soft adult woman's chuckle, while metal pots clank in the background"
106454,Ocean waves crashing and water splashing as wind blows into a microphone followed by a man talking,"Ocean waves crashing and water splashing as wind blows into a microphone, followed by a man talking and a dog barking"
102856,Men speak with some light clicks then vibrations and then digital clicks,"Men speak with some light clicks then vibrations and then digital clicks, while a distant conversation happens and a faint printer operates"
104272,A man talking as a door slams shut followed by a door creaking,A man talking as a door slams shut followed by a door creaking and a distant alarm clock ringing
105598,A fan sound and a tapping noise,"A fan sound, a tapping noise, and the intermittent buzz of a distant phone vibrating on a wooden desk"
102740,A motorboat engine running idle then accelerating as water trickles followed by water spraying,"A motorboat engine running idle, then someone clears their throat, the engine accelerates as water trickles followed by water spraying"
5206,A baby is crying,A baby is crying while a mobile softly plays gentle music
103679,A young boy talking as a duck is quacking while water trickles and frogs croak in the background,"A young boy talking as a duck is quacking while water trickles and frogs croak in the background, with a gentle wind rustling through reeds"
103620,A young woman talking as plastic crinkles and crumples,"A young woman talking as plastic crinkles and crumples, with the sound of someone stirring a cup of coffee"
103352,A man talking followed by wood being sawed followed by paper shuffling,"A man talking followed by wood being sawed, a hammer hitting a nail, and then paper shuffling"
106719,A motorbike engine running while a series of vehicle horns sound and a car alarm goes off in the background,A motorbike engine running and revving while a series of vehicle horns sound and a car alarm goes off in the background
105836,A woman yelling and laughing as ocean waves crash and a group of people shout while wind blows into a microphone,"A woman yelling and laughing as ocean waves crash and a group of people shout while wind blows into a microphone, with the gentle, deep creaking of a distant wooden sailing ship"
103753,"A bird calls in the distance occasionally, a hollow clanking sound is followed by rushing water, a double thump, and a trickling sound","A bird calls in the distance occasionally, a hollow clanking sound is followed by rushing water, a double thump, a trickling sound, and the constant rustle of a faint breeze through leaves"
103856,A woman and a child speaking,"A woman and a child speaking, with footsteps on a wooden floor"
105285,Motorcycle engine idling as man starts talking,Motorcycle engine idling as man speaks over seagull caws and traffic
103445,Scratching noises accompanied by a female voice,Scratching noises accompanied by a female voice and a chair scraping on a wooden floor
105790,Cats meowing and then wind,Cats meowing and then wind with the gentle patter of rain in the background
102848,A sewing machine running as a steam hisses followed by a machine motor sharply running in the background,"A sewing machine running as a steam hisses followed by a machine motor sharply running in the background, with the sound of fabric being quickly snipped by scissors"
104756,A vehicle door opening as a crow caws and birds chirp while vehicles drive by in the background,"A vehicle door opening as a crow caws and birds chirp while vehicles drive by in the background, with a pedestrian walking past on a gravel path"
106019,"A motor vehicle engine clicks and whirs and tries to start three times, metal clinks softly, then a deep buzz occurs","A motor vehicle engine clicks and whirs and tries to start three times, metal clinks softly, then a deep buzz occurs, and a dog barks in the distance"
104750,A duck chirping as water lightly trickles and splashes,"A duck chirping as water lightly trickles and splashes, with a gentle breeze moving through nearby reeds"
104325,Artillery cannons firing followed by a man talking as someone whistles while a group of men shout and gunshots fire in the background,"Artillery cannons firing with a distant military jet passing overhead, followed by a man talking as someone whistles while a group of men shout and gunshots fire in the background"
107175,Wind blowing with distant traffic passing and sirens ringing,"Wind blowing with distant traffic passing, sirens ringing, and a dog barking and howling"
104311,Water splashing and trickling as wind blows into a microphone followed by a man talking in the background,"Water splashing and trickling as wind blows into a microphone followed by a man talking in the background, with a distant seagull cry"
104602,A crowd of people applaud and cheer,A crowd of people applaud and cheer while a single person shouts words of encouragement
104168,Pigeons coo and flap their wings,"Pigeons coo and flap their wings with a distant urban traffic sound in the background, like cars passing"
107023,Food and oil sizzling as a man is speaking followed by wooden clanking then gravel scraping,"Food and oil sizzling as a man is speaking followed by wooden clanking then gravel scraping, with a distant train horn blowing briefly"
107382,A baby cries and a young child speaks,"The sound of a baby crying, a young child speaking, and gentle music playing from a nearby room combines"
104285,Railroad tracks clickety-clack as train horn blasts,"Railroad tracks clickety-clack as train horn blasts, with a crossing gate bell chiming rhythmically"
103910,A man speaks followed by thumps and clicks with some faint grunts,"A man speaks followed by thumps and clicks with some faint grunts, and a distant dog barks"
107065,Bubbles gurgling and water spraying as a man speaks softly while crowd of people talk in the background,Ceramic plates and cutlery are arranged while bubbles gurgle and water sprays as a man speaks softly and a crowd of people talk in the background
103589,A train running on a railroad track followed by a vehicle door closing and a man talking while a train horn is blowing and railroad crossing signals are ringing in the distance,"A train running on a railroad track with the sound of metal wheels screeching, followed by a vehicle door closing and a man talking while a train horn is blowing and railroad crossing signals are ringing in the distance"
103327,A racing vehicle driving in the distance then driving by as a crowd of people talk in the background followed by a horn honking while wind blows into a microphone,A racing vehicle driving in the distance then driving by as a crowd of people talk in the background followed by a horn honking while wind blows into a microphone and an announcement is heard over a loudspeaker
106911,A group of people screaming followed by missiles launching and loud popping explosions then a slowed down explosion,"A group of people screaming followed by missiles launching and a low-frequency, rumbling earth tremor then loud popping explosions and a slowed down explosion"
104732,A fly buzzing and a frog croaking with musical sounds,"A fly buzzing, a frog croaking with musical sounds, and cricket chirps"
105784,Dog yapping and panting,Dog yapping and panting along with the sound of a squeaky toy being chewed
106734,An aircraft engine running as a crowd of people talk in the background,An aircraft engine running as a crowd of people talk in the background with a distant ship horn heard
105584,Continuous snoring,Continuous snoring accompanied by the gentle ticking of a wall clock
102849,Birds chirp as an object strikes a surface,Birds chirp as an object strikes a surface while distant church bells ring
102919,Several church bells ringing,Several church bells ringing with a low distant rumble of thunder
102741,'An engine with people speaking and a horse neighing,"An engine with people speaking, a horse neighing, and metal tools clinking"
104306,A man talks as an engine idles loudly,A man talks as an engine idles loudly while a dog barks in the distance
107270,A person breathing heavily then sneezing,"A person breathing heavily then sneezing, with the sound of crumpling paper"
103791,Wind blowing and people speaking with distant humming,Wind blowing and people speaking with distant humming and seagulls calling
107016,A kid crying followed by a man talking,"A kid crying, footsteps walking on a wooden floor, followed by a man talking"
104628,A man shouting and hollering as ducks quack and chirp while wind blows into a microphone,"A man shouting and hollering as ducks quack and chirp while wind blows into a microphone, with a dog barking excitedly in the background"
104650,"A woman speaks, then a phone chimes, then there is a burp followed by laughter","A woman speaks, then a phone chimes, then there is a burp followed by laughter, and finally a door shuts"
107052,"People are whispering, and a horn sounds followed by laughter","People are whispering while soft cups clink, and a horn sounds followed by laughter"
106112,Rain noise on surface as men are speaking,"Rain noise on surface as men are speaking, with a steady, low hum of a distant generator in the background"
7769,Train is moving followed by a train horn,Train is moving followed by a train horn with passengers speaking quietly in the background
105186,Water is running followed by a gurgling sound.,"Water is running followed by a gurgling sound, and a gentle knock on a wooden door is heard"
105306,A man speaks with others speaking in the distance followed by a girl speaking and others laughing,"A man speaks accompanied by the sound of a coffee machine steaming, with others speaking in the distance followed by a girl speaking and others laughing"
104684,A man talking as metal clanks together followed by footsteps on grass while insects buzz in the background,"A man talking as metal clanks together followed by footsteps on grass while insects buzz in the background, with a dog panting nearby"
106572,"People are speaking while an engine is running, and an emergency vehicle sounds horn","People are speaking while an engine is running, an emergency vehicle sounds horn, and high heels click on the pavement"
11642,Man speaking continuously with hissing in the background,Man speaking continuously with hissing and the sound of pages being turned quickly in the background
103626,Waves are crashing as the wind blows heavily,"Waves are crashing as the wind blows heavily with a deep, rolling thunder rumble"
103600,A man talking as water splashes and wind blows heavily into a microphone,"A man talking as water splashes and wind blows heavily into a microphone, accompanied by the rhythmic squeaking of a rowboat's oarlock"
105172,A frog chirping as a woman talks over an intercom and water splashes in the background followed by wood falling on a hard surface,"A frog chirping as a woman talks over an intercom, with a soft shortwave radio crackle and water splashing in the background followed by wood falling on a hard surface"
106784,A person whistles as wind blows into a microphone and a crowd of people talk in the background,"A person whistles, footsteps crunch on gravel as wind blows into a microphone, and a crowd of people talk in the background"
103772,A cat meowing as a person makes kissing noises followed by a guy chuckling,"A cat meowing as a person makes kissing noises, followed by a guy chuckling, and a plate being placed on a wooden table"
104550,Wood sawing as pigeons coo and bird wings flap followed by a woman speaking,"Wood sawing as pigeons coo and bird wings flap, with the faint chiming of a distant bell, followed by a woman speaking"
107415,An airplane engine revving then running,"An airplane engine revving then running, with a distant police siren rising and then fading away"
106487,White noise continues then something begins clicking,"White noise continues, then something begins clicking, with distant crackling thunder"
106468,Ducks quacking and birds tweeting as a crowd of people talk while a rooster crows in the background,"Ducks quacking and birds tweeting as a crowd of people talk while a rooster crows in the background, with a bicycle bell ringing"
106050,A dog barks along with outdoor noises,"A dog barks along with outdoor noises, while light rain begins to fall"
103148,"White noise followed by brief, muffled speech and rustling","White noise accompanied by gentle, steady rainfall, followed by brief, muffled speech and rustling"
103477,Clip-clops gallop as the wind blows and thunder cracks,"Clip-clops gallop as the wind blows and thunder cracks, with a distant church bell chiming"
103771,A man talking as music is playing followed by a frog croaking,"A man talking as music is playing, followed by a frog croaking, with the hum of a distant washing machine"
106845,A man speaks as a machine hums quietly and then increases in volume,"A man speaks as a machine hums quietly and then increases in volume, while a printer outputs paper at a steady pace"
106399,A race car engine hums in the distance as wind blows into a microphone and a crowd of people talk followed by a race car speeding by,"A race car engine hums in the distance as wind blows into a microphone, a starting pistol fires, and then a crowd of people talk followed by a race car speeding by"
105843,A vehicle is running followed by the horn honking,"A vehicle is running on a wet road followed by the horn honking, with the rhythmic sound of windshield wipers in the background"
107136,Whistling as a man speaks,"A man speaks as he softly whistles, accompanied by the crisp sound of a page being turned"
